"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","Party"
179,1990,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","No","No","No","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","No","No","Me","Yes","No","No","No","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","No","No","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Rent","Pessimist","Mom","No","No","Yes","Yes","Nope","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Democrat"
180,1995,"Male","over $150,000","Single (no kids)","Current K-12","No","No","No","No","No","No","Private","Yes","Yes","Yes","No","No","Yes","Yes","Science","Study first","No","No","Yes","No","Receiving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","No","No","No","Yes","Yes","TMI","Yes","No","Tunes","People","Yes","Yes","No","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Democrat"
181,1992,"Female","$75,000 - $100,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","Yes","Yes","Private","","Yes","Yes","Yes","No","","Yes","","","","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","","","No","Happy","","Yes","No","Yes","P.M.","Yes","Start","Yes","No","","","No","No","No","No","TMI","No","No","Tunes","","Yes","","","No","Yes","Supportive","","PC","No","","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","","Yes","Yay people!","No","No","No","No","","","No","","","No","No","","","Optimist","","","Yes","Yes","","","No","","No","No","Yes","No","Yes","Yes","Yes","","Democrat"
182,1971,"Female","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","No","No","No","No","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Republican"
183,1984,"Female","$25,001 - $50,000","Single (no kids)","High School Diploma","Yes","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","No","Yes","No","No","Art","Study first","No","No","No","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","A.M.","Yes","Start","No","No","Me","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Umm...","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","No","No","No","Only-child","Yes","No","Yes","Republican"
184,1995,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","","No","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","","Yes","Yes","No","Yes","P.M.","Yes","Start","","No","","","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","","Cautious","Yes","","No","","No","Online","","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","No","No","","No","No","Rent","Optimist","Dad","No","Yes","","","Check!","No","No","No","","","No","Yes","","No","Yes","Democrat"
186,1951,"Female","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","","","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","No","Yes","TMI","Yes","Yes","Talk","Technology","No","Yes","No","Yes","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Own","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Republican"
187,1995,"Male","under $25,000","Single (no kids)","Bachelor's Degree","No","No","Yes","No","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","No","Yes","No","Yes","Receiving","No","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","No","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","","Yes","No","No","Yes","Republican"
188,1964,"Female","over $150,000","Single (no kids)","Master's Degree","","Yes","","","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","Yes","TMI","No","No","Talk","Technology","No","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","","No","Yes","No","No","Yes","Republican"
189,1992,"Male","under $25,000","Single (no kids)","Bachelor's Degree","","No","No","No","Yes","No","Public","No","Yes","Yes","No","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Republican"
190,1994,"Male","over $150,000","Single (no kids)","Current Undergraduate","No","No","No","Yes","No","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","No","No","No","TMI","No","Yes","Tunes","Technology","No","No","No","No","Yes","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","Online","No","No","Yes","No","Yay people!","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","No","No","No","No","No","No","Yes","No","No","No","Democrat"
191,1996,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","No","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","Yes","No","Science","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","No","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Only-child","Yes","No","No","Democrat"
193,1994,"Male","over $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","End","No","No","Circumstances","No","No","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","No","No","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","Democrat"
194,1980,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","No","","No","","","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Democrat"
196,1994,"Male","over $150,000","Single (no kids)","Master's Degree","","","","","","","","","Yes","No","","Yes","","","","","","","","","","","","","","","Cool headed","Standard hours","No","Happy","Yes","Yes","","","","Yes","End","Yes","No","Me","","","","","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","Mac","","","","","","","","In-person","No","","","","","No","No","Yes","No","No","Yes","Yes","","No","No","No","No","Rent","Optimist","Dad","No","No","No","Yes","","","","","","Yes","No","","","","Yes","Democrat"
197,1988,"Male","under $25,000","Single (no kids)","Associate's Degree","","","No","No","No","Yes","Public","No","Yes","","No","No","Yes","Yes","Science","","Yes","","No","","Giving","No","No","","No","No","Cool headed","","No","Right","Yes","Yes","","No","P.M.","Yes","End","Yes","No","Me","","Yes","No","Yes","No","Mysterious","No","","","","No","No","Yes","","","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","","Online","No","","Yes","Yes","Grrr people","Yes","","","","No","No","","","No","No","No","No","","Pessimist","Dad","No","","No","Yes","Nope","","","","","No","No","Yes","No","No","Yes","Democrat"
199,1985,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","","","","","No","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","No","No","Giving","No","No","Pragmatist","Yes","No","Hot headed","Odd hours","No","Right","No","Yes","Yes","No","A.M.","No","End","No","Yes","Me","Yes","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Yay people!","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Democrat"
200,1994,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","No","Yes","Yes","No","No","Yes","","","Yes","No","No","Yes","No","Yes","Art","Try first","Yes","Yes","No","Yes","","No","No","Pragmatist","No","No","","Odd hours","No","Right","Yes","No","No","No","P.M.","Yes","","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","No","Yes","No","No","No","No","Rent","","","No","No","No","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Democrat"
201,1989,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","Yes","Yes","A.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Democrat"
202,1974,"Female","$25,001 - $50,000","Married (w/kids)","Associate's Degree","No","","No","","","","","","Yes","No","Yes","Yes","No","Yes","Art","Try first","","","","No","","Yes","No","","Yes","Yes","Hot headed","Odd hours","No","Right","","Yes","No","No","P.M.","Yes","","Yes","No","Circumstances","Yes","","No","No","No","TMI","No","Yes","Tunes","People","Yes","","","","","","","PC","Yes","Cautious","No","Yes!","No","","Yes","","No","","Yes","Yes","Yay people!","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","","Yes","No","Republican"
203,1953,"Male","$50,000 - $74,999","Single (w/kids)","High School Diploma","No","No","No","No","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","No","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","No","No","Yes","No","Grrr people","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Own","Optimist","Dad","No","Yes","Yes","No","Nope","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Democrat"
204,1995,"Male","$100,001 - $150,000","Domestic Partners (no kids)","Current K-12","","No","Yes","No","Yes","No","Private","No","No","No","","","","","","","","","","","","","","","","","","","Yes","","","","No","No","","No","End","No","No","Circumstances","Yes","","","","","","","","","","","Yes","Yes","Yes","","Demanding","No","","","Risk-friendly","Yes","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","","","","","Optimist","Dad","","","","","","","","","","","No","","","","","Democrat"
205,1977,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","No","Giving","No","No","Idealist","Yes","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","Rent","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Only-child","Yes","No","No","Republican"
206,1972,"Female","$25,001 - $50,000","Single (no kids)","Associate's Degree","","Yes","No","Yes","No","No","Public","No","Yes","No","","","","","","Study first","Yes","No","No","No","Receiving","No","No","Idealist","No","No","","Standard hours","Yes","","","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","Yes","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","No","","","","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","No","Yes","Republican"
207,1997,"Female","under $25,000","Single (no kids)","Current K-12","No","Yes","No","Yes","No","No","Public","No","No","Yes","Yes","Yes","Yes","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","No","No","TMI","No","Yes","Tunes","People","No","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Risk-friendly","No","","Yes","","Yes","In-person","Yes","No","Yes","Yes","Yay people!","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Mom","No","No","Yes","No","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Republican"
210,1973,"Female","$50,000 - $74,999","Single (w/kids)","Master's Degree","","","","","No","No","Public","","No","No","","","Yes","No","","","No","","","Yes","Receiving","Yes","Yes","","No","","Cool headed","Standard hours","Yes","","Yes","Yes","Yes","No","","Yes","","Yes","No","","No","No","Yes","","Yes","Mysterious","No","No","Talk","People","","","No","","","","No","PC","","","","","","","","","","","Yes","No","Yay people!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","","","Yes","","No","Yes","Yes","No","Only-child","No","Yes","No","Democrat"
211,1980,"Female","$75,000 - $100,000","Married (w/kids)","Master's Degree","","Yes","No","","No","No","Public","","","","Yes","No","Yes","No","Science","Study first","No","No","","Yes","Giving","No","No","","","","","","","","","","","","P.M.","","Start","Yes","No","Circumstances","Yes","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","No","No","Yes","Yes","Yes","No","Yes","No","Democrat"
212,1991,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","No","Grrr people","No","No","No","No","No","No","No","Yes","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Republican"
214,1998,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","","","","","","","","Yes","No","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","","Right","Yes","","","","","","Start","Yes","No","","No","Yes","No","Yes","No","TMI","No","No","","","No","","","","Yes","Supportive","Yes","PC","No","Cautious","","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","Yes","","Democrat"
215,1950,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","","No","No","Yes","Yes","Yes","Public","No","","No","","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","","","No","","","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","No","No","No","No","No","Mysterious","Yes","No","Tunes","People","Yes","Yes","Yes","Yes","No","Demanding","No","Mac","No","Cautious","No","","No","","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","","","","","","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Republican"
216,1980,"Male","$25,001 - $50,000","Single (no kids)","Master's Degree","Yes","Yes","No","Yes","No","Yes","Private","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","No","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","Technology","Yes","Yes","No","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","Yes","In-person","Yes","No","No","Yes","Yay people!","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Own","Optimist","Mom","Yes","No","No","Yes","Check!","Yes","No","No","Yes","No","Yes","Only-child","Yes","No","Yes","Democrat"
217,1974,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","Yes","No","No","Yes","Yes","Yes","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","No","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","No","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Own","Pessimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Democrat"
218,1974,"Male","over $150,000","Married (no kids)","Master's Degree","","","","","","","","","","","","","Yes","","","Study first","No","Yes","Yes","No","Giving","","","","","","","","","","","","","","","Yes","End","Yes","Yes","","No","Yes","Yes","Yes","Yes","TMI","","","","","Yes","Yes","No","Yes","","","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","","","No","Yes","Yes","Grrr people","Yes","Yes","Yes","","","","Yes","Yes","Yes","","","","","","","","","","","Check!","Yes","No","","Yes","Yes","","","","","","Democrat"
219,1972,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Talk","People","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","","","","","","","","","","","","","","","","No","Yes","","","","","","","Republican"
220,1966,"Male","$100,001 - $150,000","Single (no kids)","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Risk-friendly","Yes","","","","","In-person","Yes","No","Yes","Yes","Grrr people","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","Rent","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","Democrat"
221,1986,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","No","No","Giving","Yes","Yes","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","No","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","No","TMI","Yes","No","Talk","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","Yes","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No","Democrat"
222,1969,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","","Yes","","","","","","","","","","","","","","","No","No","Tunes","Technology","Yes","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","Republican"
223,1980,"Male","over $150,000","Married (w/kids)","Master's Degree","","","","","","","","","","","No","No","Yes","Yes","","Study first","Yes","Yes","","Yes","Giving","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Republican"
224,1988,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","No","Yes","No","No","No","No","Public","No","No","No","Yes","No","No","Yes","Art","Try first","No","No","No","Yes","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","No","End","No","No","Circumstances","No","Yes","No","Yes","Yes","TMI","Yes","Yes","Talk","Technology","No","Yes","Yes","No","","","No","PC","Yes","","No","","No","Socialize","No","Online","No","No","Yes","No","Yay people!","No","No","Yes","No","No","No","No","Yes","No","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","No","Check!","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Democrat"
226,1970,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","No","No","No","Yes","Art","Study first","No","Yes","Yes","No","Giving","","No","Idealist","Yes","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","","Yes","No","","Yes","No","No","Yes","No","Mysterious","No","No","Talk","People","No","No","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Socialize","No","In-person","Yes","Yes","","Yes","Grrr people","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Own","Optimist","Dad","","Yes","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Republican"
